3401	¾îÀÎº´	PAWN	MONSTER	MELEE	96	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	triton_soldier	0	120	60	120	30	182	222	7194	3	2	1800	2700	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3402	¾îÀÎÃ´ÈÄº´	S_PAWN	MONSTER	MELEE	97	100		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	triton_soldier2	0	121	60	121	30	183	224	14605	3	2	1800	2700	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3404	¾îÀÎÀå±º	KNIGHT	MONSTER	MELEE	99	100		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	triton_officer	0	124	93	62	31	166	249	37609	5	7	1800	2700	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3405	¾îÀÎ»ó±ÞÀå±º	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	triton_general	0	126	94	63	31	169	254	77407	5	10	1800	2700	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3601	°©°¢Ãæ	PAWN	MONSTER	MELEE	96	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_soldier	0	120	90	60	30	182	222	7194	3	2	1800	2700	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3602	°©°¢ÅõÃæ	S_PAWN	MONSTER	RANGE	97	100		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_bow	0	121	91	60	30	183	224	14605	3	2	1800	2700	3080	116	110	110	100	2000	850	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3603	°©°¢±¸Ãæ	S_PAWN	MONSTER	MELEE	98	100		AGGR,STONESKIN	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_soldier2	0	122	92	61	30	185	226	14825	5	5	1800	2700	3111	117	110	110	100	2000	100	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3604	°©°¢¹æÃæ	KNIGHT	MONSTER	MELEE	99	100		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_officer	0	93	124	62	31	166	249	37609	5	7	1800	2700	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3605	°©°¢½ÅÃæ	S_KNIGHT	MONSTER	MELEE	101	100		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	crustacean_general	0	126	63	126	31	169	254	77407	5	10	1800	2700	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3949	Æ÷Å»	KING	NPC	MELEE	1	100		NOMOVE	0		STUN,SLOW,TERROR	0		2	0	0	0	0	0	0	120	3	1	13	19	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3950	³ª°¡	PAWN	MONSTER	MELEE	97	120		AGGR,BERSERK	0		TERROR	0	defensewave_pawn	0	95	64	63	31	168	252	23288	10	5	397	595	0	141	100	100	100	2000	100	0	0	0	0	0	0	3	15	15	10	15	15	15	15	15	0	0	0	0	0	0	0	0	15	0	0	0	2.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3951	³ª°¡	PAWN	MONSTER	MELEE	97	120		AGGR,BERSERK	0		TERROR	0	defensewave_pawn	0	95	64	63	31	168	252	24488	10	5	417	625	0	141	100	100	100	2000	100	0	0	0	0	0	0	3	15	20	15	20	20	20	20	15	0	0	0	0	0	0	0	0	15	0	0	0	2.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3952	³ª°¡	PAWN	MONSTER	MELEE	97	120		AGGR,BERSERK	0		TERROR	0	defensewave_pawn	0	95	64	63	31	168	252	25688	10	5	437	655	0	141	100	100	100	2000	100	0	0	0	0	0	0	3	15	25	15	25	25	25	25	15	0	0	0	0	0	0	0	0	15	0	0	0	2.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3953	³ª°¡Á¤·É	S_KNIGHT	MONSTER	MAGIC	105	100		AGGR,BERSERK	0		SLOW,TERROR	0	defensewave_watersoul	0	33	68	137	34	56	95	82364	20	5	1379	2068	0	140	100	100	100	2000	600	0	0	0	0	0	0	5	15	25	15	25	25	25	25	20	0	0	0	0	0	0	0	0	15	0	0	0	2.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3954	³ª°¡Àü»ç	KNIGHT	MONSTER	MELEE	103	100		AGGR,BERSERK	0		STUN,SLOW,TERROR	0	defensewave_naga	0	67	62	125	31	120	182	117791	20	5	1967	2951	0	140	110	110	100	2000	100	0	0	0	0	0	0	5	16	25	15	25	25	25	25	20	0	0	-25	0	0	0	0	0	15	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3955	³ª°¡Àü»ç2	KNIGHT	MONSTER	MELEE	103	100		AGGR,BERSERK	0		STUN,SLOW,TERROR	0	defensewave_naga	0	67	62	125	31	120	182	117791	20	5	1967	2951	0	140	110	110	100	2000	100	0	0	0	0	0	0	5	16	25	15	25	25	25	25	20	0	0	-25	0	0	0	0	0	15	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3956	³ª°¡Á·Àå	BOSS	MONSTER	RANGE	110	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_medusa	0	131	127	63	31	191	273	992568	20	5	24444	36667	104702	172	100	100	100	2000	850	0	0	0	0	0	10	7	15	25	15	25	25	25	25	15	0	0	0	0	0	0	0	0	25	0	0	0	4.0	0	20	0	0	30	256	0	0	0	0	0	0	0	0	0	0	0	0	0
3957	¹Ì´ÏÈ÷µå¶ó1	BOSS	MONSTER	RANGE	110	110		AGGR,NOMOVE,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_minihydra	0	93	124	62	31	153	285	872568	20	5	14514	21771	0	140	100	100	100	2000	1500	0	0	0	0	0	0	3	15	25	15	25	25	25	25	15	0	0	10	0	10	10	0	0	15	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3958	¹Ì´ÏÈ÷µå¶ó2	BOSS	MONSTER	RANGE	110	110		AGGR,NOMOVE,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_minihydra	0	93	124	62	31	153	285	992568	20	5	16509	24763	0	140	100	100	100	2000	1500	0	0	0	0	0	0	3	15	25	15	25	25	25	25	15	0	0	10	0	10	10	0	0	15	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3959	¹Ì´ÏÈ÷µå¶ó3	BOSS	MONSTER	RANGE	110	110		AGGR,NOMOVE,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_minihydra	0	93	124	62	31	153	285	992568	20	5	16509	24763	0	140	100	100	100	2000	1500	0	0	0	0	0	0	3	15	25	15	25	25	25	25	15	0	0	10	0	10	10	0	0	15	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3960	È÷µå¶ó1	KING	MONSTER	MAGIC	120	100		AGGR,NOMOVE,BERSERK,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_hydra_boss	0	131	65	131	32	153	285	2536605	15	5	50110	75166	104702	210	100	100	100	2000	100	0	0	0	0	0	0	7	20	50	40	50	40	40	45	50	0	0	0	0	0	0	0	0	50	0	0	0	3.0	0	20	0	0	30	257	25	260	0	0	0	0	0	0	0	0	0	0	0
3961	È÷µå¶ó2	KING	MONSTER	MAGIC	120	100		AGGR,NOMOVE,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_hydra_boss	0	131	65	131	32	153	285	2656605	15	5	52105	78158	104702	210	100	100	100	2000	100	0	0	0	0	0	0	7	20	50	40	50	40	40	45	50	0	0	0	0	0	0	0	0	50	0	0	0	3.0	0	20	0	0	30	257	25	260	0	0	0	0	0	0	0	0	0	0	0
3962	È÷µå¶ó3	KING	MONSTER	MAGIC	120	100		AGGR,NOMOVE,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_hydra_boss	0	131	65	131	32	153	285	3184606	10	5	60882	91323	104702	210	100	100	100	2000	100	0	0	0	0	0	0	7	20	50	40	50	40	40	45	50	0	0	0	0	0	0	0	0	50	0	0	0	3.0	0	20	0	0	30	257	25	260	0	0	0	0	0	0	0	0	0	0	0
3963	È÷µå¶ó(left)	KING	MONSTER	MAGIC	120	90		AGGR,NOMOVE,BERSERK,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_hydra_boss_left	0	131	65	131	32	153	285	1313838	10	5	34153	51229	104702	210	100	100	100	2000	100	0	0	0	0	0	0	3	15	45	35	45	25	25	40	45	0	0	0	0	0	0	0	0	30	0	0	0	3.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3964	È÷µå¶ó(right)	KING	MONSTER	MAGIC	120	90		AGGR,NOMOVE,BERSERK,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	defensewave_hydra_boss_right	0	131	65	131	32	153	285	1313838	10	10	34153	51229	104702	210	100	100	100	2000	100	0	0	0	0	0	0	3	15	45	35	45	25	25	40	45	0	0	0	0	0	0	0	0	30	0	0	0	3.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3965	È÷µå¶óº¸»ó	KING	MONSTER	MELEE	105	100		NOMOVE	0		STUN,SLOW,TERROR	0	reddragon_room_box	0	0	0	0	0	0	0	120	3	1	44328	66492	584702	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3970		KING	DOOR	MELEE	1	100		NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	0	0	0	0	120	3	1	13	19	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20432	È÷µå¶ó¾Ë	KING	STONE	MELEE	120	100		NOMOVE	0		STUN,SLOW,TERROR	0	metinstone_defensewave	0	0	0	100	0	0	0	238386	5	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20434	±âµÕµÀ	KNIGHT	NPC	MELEE	1	100		NOMOVE,NORECOVERY	0		STUN,SLOW,TERROR	0	defensewave_sail	0	0	0	0	0	0	0	5000000	3	1	0	0	10	250	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20436	Á¶Å¸´ë	KNIGHT	NPC	MELEE	1	100		NOMOVE	0		STUN,SLOW,TERROR	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20437	¼ö¸®ÆÐÅ¶	KING	STONE	MELEE	1	100		NOMOVE,COUNT,NORECOVERY	0		STUN,SLOW,TERROR	0		0	0	0	0	0	0	0	10	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
